# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    240     80      -     98     35      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    723    501 
    1    219     80      -     98     43      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    896    518 
    2    221     80      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    756    500 
    3    216     77      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    906    522 
    0     99     76      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      0 
    1     91     75      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      0 
    2     87     76      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    3     87     72      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0    239     79      -     98     36      0      0      0      0  13365   2287     10      0  89162  89163      0      -      -      0    773    490 
    1    218     78      -     98     43      0      0      0      0  13365   2265      7      0  89164  89165      0      -      -      0    846    505 
    2    221     79      -     98     42      0      0      0      0  13365   2280      6      0  89166  89167      0      -      -      0    719    477 
    3    214     75      -     98     41      0      0      0      0  13365   2280      6      0  89166  89167      0      -      -      0    849    487 
    0    189     79      -     98     35      0      0      0      0  13365   2175      0      0  89162  89163      0      -      -      0    762    500 
    1    139     78      -     54      9      0      0      0      0  13365   2167      0      0  89164  89165      0      -      -      0    880    522 
    2    154     80      -    100     16      0      0      0      0  13365   2182      0      0  89166  89167      0      -      -      0    789    482 
    3    151     75      -    100     17      0      0      0      0  13365   2190      0      0  89166  89167      0      -      -      0    885    511 
    0    155     78      -     98     35      0      0      0      0  13365   2175      0      0  89162  89163      0      -      -      0    795    495 
    1    195     77      -     98     43      0      0      0      0  13365   2227      0      0  89164  89165      0      -      -      0    891    512 
    2    200     78      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    742    469 
    3    197     73      -     98     41      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0    864    513 
    0    238     79      -     98     36      0      0      0      0  13365   2280      8      0  89162  89163      0      -      -      0    803    481 
    1    216     78      -     98     44      0      0      0      0  13365   2265      6      0  89164  89165      0      -      -      0    886    507 
    2    221     79      -     98     42      0      0      0      0  13365   2280      6      0  89166  89167      0      -      -      0    732    474 
    3    213     74      -     98     41      0      0      0      0  13365   2280      6      0  89166  89167      0      -      -      0    752    493 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    237     79      -     98     35      0      0      0      0  13365   2280      0      0  89162  89163      0      -      -      0    795    486 
    1    216     78      -     98     42      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    893    512 
    2    220     80      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    748    496 
    3    212     74      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    849    514 
    0    138     77      -      0      0      0      0      0      0  13365   2122      1      0  89162  89163      0      -      -      0  17838  18883 
    1    137     76      -    100     19      0      0      0      0  13365   2115      1      0  89164  89165      0      -      -      0   9331  15906 
    2    139     78      -    100     20      0      0      0      0  13365   2115      1      0  89166  89167      0      -      -      0  16859  16094 
    3    136     72      -    100     17      0      0      0      0  13365   2130      1      0  89166  89167      0      -      -      0  12892  14794 
    0    238     79      -     98     36      0      0      0      0  13365   2287      5      0  89162  89163      0      -      -      0    744    475 
    1    216     78      -     98     44      0      0      0      0  13365   2265      4      0  89164  89165      0      -      -      0    949    494 
    2    221     79      -     98     42      0      0      0      0  13365   2280      4      0  89166  89167      0      -      -      0    715    477 
    3    212     74      -     98     41      0      0      0      0  13365   2280      4      0  89166  89167      0      -      -      0    847    490 
    0    124     76      -      0      0      0      0      0      0  13365   2332      0      0  89162  89163      0      -      -      0      0      2 
    1    108     75      -      0      0      0      0      0      0  13365   2302      0      0  89164  89165      0      -      -      0      0      0 
    2    105     76      -      0      0      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0      0      0 
    3     88     70      -      0      0      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0      0      2 
    0    231     78      -     98     36      0      0      0      0  13365   2287      6      0  89162  89163      0      -      -      0    753    484 
    1    213     77      -     98     43      0      0      0      0  13365   2265      6      0  89164  89165      0      -      -      0    838    521 
    2    219     78      -     98     42      0      0      0      0  13365   2280      5      0  89166  89167      0      -      -      0    741    481 
    3    212     73      -     98     41      0      0      0      0  13365   2272      5      0  89166  89167      0      -      -      0    877    486 
    0    236     79      -     98     35      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    771    500 
    1    215     77      -     98     42      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    872    532 
    2    219     79      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    754    487 
    3    210     73      -     98     41      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0    796    503 
    0    203     78      -    100     16      0      0      0      0  13365   2145      0      0  89162  89163      0      -      -      0  15786  17296 
    1    188     77      -    100     17      0      0      0      0  13365   2137      0      0  89164  89165      0      -      -      0  11656  19427 
    2    191     78      -    100     19      0      0      0      0  13365   2152      0      0  89166  89167      0      -      -      0  13543  16931 
    3    189     71      -    100     17      0      0      0      0  13365   2152      0      0  89166  89167      0      -      -      0  11663  15966 
    0    267     79      -     99     44      0      0      0      0  13365   2227     11      0  89162  89163      0      -      -      0   2820   2055 
    1    248     78      -     99     50      0      0      0      0  13365   2220      6      0  89164  89165      0      -      -      0   3737   2184 
    2    248     79      -     99     50      0      0      0      0  13365   2242      6      0  89166  89167      0      -      -      0   2520   2020 
    3    239     74      -     99     48      0      0      0      0  13365   2242      5      0  89166  89167      0      -      -      0   3247   2183 
    0    246     81      -     99     38      0      0      0      0  13365   2257      0      0  89162  89163      0      -      -      0  11556  14231 
    1    225     79      -     99     24      0      0      0      0  13365   2235      0      0  89164  89165      0      -      -      0  11768  12939 
    2    237     81      -     99     44      0      0      0      0  13365   2257      0      0  89166  89167      0      -      -      0   2372   2041 
    3    227     75      -     99     43      0      0      0      0  13365   2257      0      0  89166  89167      0      -      -      0   3199   2168 
    0    265     82      -     99     41      0      0      0      0  13365   2227      0      0  89162  89163      0      -      -      0   2902   1480 
    1    248     81      -     99     45      0      0      0      0  13365   2227      0      0  89164  89165      0      -      -      0   3490   1628 
    2    247     82      -     99     44      0      0      0      0  13365   2250      0      0  89166  89167      0      -      -      0   2830   1515 
    3    234     76      -     99     43      0      0      0      0  13365   2257      0      0  89166  89167      0      -      -      0   3877   1733 
    0    249     82      -     99     38      0      0      0      0  13365   2257      0      0  89162  89163      0      -      -      0   3144   1531 
    1    228     81      -     99     43      0      0      0      0  13365   2242      0      0  89164  89165      0      -      -      0   3083   1691 
    2    232     82      -     99     43      0      0      0      0  13365   2257      0      0  89166  89167      0      -      -      0   2541   1501 
    3    225     77      -     99     43      0      0      0      0  13365   2250      0      0  89166  89167      0      -      -      0   3497   1578 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    253     83      -     99     39      0      0      0      0  13365   2257     13      0  89162  89163      0      -      -      0   2855   1504 
    1    232     82      -     99     45      0      0      0      0  13365   2242      6      0  89164  89165      0      -      -      0   3247   1591 
    2    236     83      -     99     44      0      0      0      0  13365   2257      7      0  89166  89167      0      -      -      0   2438   1473 
    3    228     77      -     99     44      0      0      0      0  13365   2257      5      0  89166  89167      0      -      -      0   3333   1673 
    0    201     80      -     98     35      0      0      0      0  13365   2317      0      0  89162  89163      0      -      -      0      0      0 
    1    180     79      -     98     42      0      0      0      0  13365   2302      0      0  89164  89165      0      -      -      0      0      0 
    2    163     80      -     98     41      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0      0      0 
    3    157     75      -     67     28      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0      0      0 
    0    215     81      -    100     13      0      0      0      0  13365   2092      8      0  89162  89163      0      -      -      0  12052  19688 
    1    197     80      -    100     16      0      0      0      0  13365   2077      5      0  89164  89165      0      -      -      0  16820  15392 
    2    203     83      -    100     22      0      0      0      0  13365   2167      4      0  89166  89167      0      -      -      0  11031      0 
    3    198     77      -    100     20      0      0      0      0  13365   2122      4      0  89166  89167      0      -      -      0  18178  19847 
    0    246     83      -     98     35      0      0      0      0  13365   2280      3      0  89162  89163      0      -      -      0    723    474 
    1    223     81      -     98     44      0      0      0      0  13365   2265      1      0  89164  89165      0      -      -      0    856    510 
    2    227     83      -     98     42      0      0      0      0  13365   2280      1      0  89166  89167      0      -      -      0    743    477 
    3    217     76      -     98     41      0      0      0      0  13365   2272      1      0  89166  89167      0      -      -      0    804    500 
    0    247     83      -     98     35      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0  11677  14573 
    1    222     81      -     98     42      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0  10866  13105 
    2    226     83      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0  10554  13226 
    3    215     77      -     99     34      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0  11349  13961 
    0    154     80      -      0      0      0      0      0      0  13365   2115      0      0  89162  89163      0      -      -      0  12329  25153 
    1    149     82      -     88     17      0      0      0      0  13365   2092      0      0  89164  89165      0      -      -      0  11618  15264 
    2    159     82      -    100     21      0      0      0      0  13365   2107      0      0  89166  89167      0      -      -      0   9314  24076 
    3    153     76      -    100     21      0      0      0      0  13365   2130      0      0  89166  89167      0      -      -      0  17716   4427 
    0    245     82      -     98     35      0      0      0      0  13365   2280      8      0  89162  89163      0      -      -      0    746    482 
    1    222     80      -     98     43      0      0      0      0  13365   2265      5      0  89164  89165      0      -      -      0    869    515 
    2    228     82      -     98     42      0      0      0      0  13365   2280      5      0  89166  89167      0      -      -      0    745    481 
    3    216     76      -     98     41      0      0      0      0  13365   2280      5      0  89166  89167      0      -      -      0    849    493 
    0    223     83      -    100     18      0      0      0      0  13365   2077     21      0  89162  89163      0      -      -      0  12255  20874 
    1    204     81      -    100     22      0      0      0      0  13365   2040     13      0  89164  89165      0      -      -      0  16100  15181 
    2    207     81      -    100     12      0      0      0      0  13365   2055     13      0  89166  89167      0      -      -      0   9374  22177 
    3    210     80      -    100     21      0      0      0      0  13365   2085     11      0  89166  89167      0      -      -      0  18507  10982 
    0    251     83      -     98     36      0      0      0      0  13365   2280     20      0  89162  89163      0      -      -      0    774    473 
    1    229     81      -     98     43      0      0      0      0  13365   2265     14      0  89164  89165      0      -      -      0    851    500 
    2    233     83      -     98     42      0      0      0      0  13365   2280     13      0  89166  89167      0      -      -      0    729    484 
    3    223     77      -     98     41      0      0      0      0  13365   2272     12      0  89166  89167      0      -      -      0    859    486 
    0    242     83      -     98     36      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    798    500 
    1    220     81      -     98     43      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    818    521 
    2    225     83      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    761    486 
    3    216     77      -     98     40      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    870    524 
    0    188     79      -     98     35      0      0      0      0  13365   2332      0      0  89162  89163      0      -      -      0      0      2 
    1    220     80      -     98     43      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0      0      0 
    2    218     81      -     46     19      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0      0      1 
    3    205     74      -     10      4      0      0      0      0  13365   2295      0      0  89166  89167      0      -      -      0      0      2 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    238     82      -     99     35      0      0      0      0  13365   2265     12      0  89162  89163      0      -      -      0   1064    767 
    1    220     80      -     99     43      0      0      0      0  13365   2257      7      0  89164  89165      0      -      -      0   1386    801 
    2    221     82      -     99     42      0      0      0      0  13365   2272      6      0  89166  89167      0      -      -      0   1039    746 
    3    213     76      -     99     42      0      0      0      0  13365   2272      6      0  89166  89167      0      -      -      0   1251    803 
    0    235     83      -     99     21      0      0      0      0  13365   2092      5      0  89162  89163      0      -      -      0   8859  11018 
    1    214     82      -    100     17      0      0      0      0  13365   2092      4      0  89164  89165      0      -      -      0   9058  11513 
    2    217     83      -    100     15      0      0      0      0  13365   2107      3      0  89166  89167      0      -      -      0   9324  11479 
    3    211     77      -    100     16      0      0      0      0  13365   2122      3      0  89166  89167      0      -      -      0   9068   6188 
    0    240     83      -     98     35      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0    795    498 
    1    221     81      -     98     43      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    881    520 
    2    224     83      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    828    491 
    3    216     77      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    900    491 
    0    248     83      -     98     35      0      0      0      0  13365   2280      7      0  89162  89163      0      -      -      0    747    488 
    1    226     82      -     98     43      0      0      0      0  13365   2265      7      0  89164  89165      0      -      -      0    930    504 
    2    231     84      -     98     43      0      0      0      0  13365   2280      6      0  89166  89167      0      -      -      0    690    474 
    3    220     78      -     98     41      0      0      0      0  13365   2280      6      0  89166  89167      0      -      -      0    804    489 
    0    228     85      -     99     16      0      0      0      0  13365   2122     11      0  89162  89163      0      -      -      0   1126    758 
    1    211     83      -     99     18      0      0      0      0  13365   2122      7      0  89164  89165      0      -      -      0   1378    821 
    2    222     84      -    100     16      0      0      0      0  13365   2130      6      0  89166  89167      0      -      -      0   1142    790 
    3    215     80      -    100     15      0      0      0      0  13365   2130      6      0  89166  89167      0      -      -      0   1343    801 
    0    250     84      -     98     36      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    800    492 
    1    227     83      -     98     44      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    862    511 
    2    233     84      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    701    466 
    3    220     78      -     98     41      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0    861    503 
    0    252     85      -     98     36      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    722    469 
    1    228     83      -     98     44      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    882    503 
    2    235     85      -     98     43      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    702    473 
    3    222     79      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    836    494 
    0    251     85      -     98     35      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    784    495 
    1    226     83      -     98     43      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    852    508 
    2    231     85      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    752    501 
    3    220     79      -     98     40      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    894    515 
    0    102     79      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      1 
    1     94     78      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0   2939  15946 
    2     90     80      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0  13017  15627 
    3     88     74      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0  12254  16172 
    0    249     83      -     98     36      0      0      0      0  13365   2287     12      0  89162  89163      0      -      -      0    766    475 
    1    224     81      -     98     43      0      0      0      0  13365   2265      7      0  89164  89165      0      -      -      0    905    508 
    2    229     83      -     98     42      0      0      0      0  13365   2280      6      0  89166  89167      0      -      -      0    724    479 
    3    218     77      -     98     41      0      0      0      0  13365   2280      6      0  89166  89167      0      -      -      0    910    482 
    0    249     83      -     98     36      0      0      0      0  13365   2280      0      0  89162  89163      0      -      -      0    773    486 
    1    225     82      -     98     44      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    891    498 
    2    232     84      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    708    457 
    3    219     78      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    836    497 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    248     84      -     98     36      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    786    498 
    1    225     82      -     98     42      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    838    500 
    2    231     84      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    714    466 
    3    218     78      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    902    508 
    0    209     81      -    100     16      0      0      0      0  13365   2137      0      0  89162  89163      0      -      -      0  13166  16029 
    1    194     80      -    100     21      0      0      0      0  13365   2137      0      0  89164  89165      0      -      -      0  12520  16595 
    2    198     82      -    100     18      0      0      0      0  13365   2145      0      0  89166  89167      0      -      -      0  12726  15678 
    3    195     77      -    100     20      0      0      0      0  13365   2152      0      0  89166  89167      0      -      -      0  13130  15749 
    0    239     82      -    100     17      0      0      0      0  13365   2287     13      0  89162  89163      0      -      -      0   7414  17200 
    1    218     81      -    100     17      0      0      0      0  13365   2182      7      0  89164  89165      0      -      -      0  13527  16599 
    2    221     82      -    100     18      0      0      0      0  13365   2130      7      0  89166  89167      0      -      -      0   6410  16709 
    3    211     77      -    100     17      0      0      0      0  13365   2115      7      0  89166  89167      0      -      -      0  13371  16638 
    0    240     82      -     99     36      0      0      0      0  13365   2265      2      0  89162  89163      0      -      -      0   1027    765 
    1    224     82      -     99     43      0      0      0      0  13365   2257      1      0  89164  89165      0      -      -      0   1477    847 
    2    225     83      -     99     43      0      0      0      0  13365   2272      1      0  89166  89167      0      -      -      0   1039    738 
    3    217     77      -     99     41      0      0      0      0  13365   2265      2      0  89166  89167      0      -      -      0   1313    792 
    0    243     83      -     99     36      0      0      0      0  13365   2280      0      0  89162  89163      0      -      -      0    789    498 
    1    224     82      -     99     43      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0    869    526 
    2    226     83      -     99     42      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0    726    478 
    3    218     78      -     99     42      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0    813    495 
    0    243     83      -     99     36      0      0      0      0  13365   2265      0      0  89162  89163      0      -      -      0   1066    710 
    1    227     83      -     99     44      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1313    784 
    2    227     84      -     99     42      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1054    747 
    3    220     78      -     99     42      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0   1229    782 
    0    220     84      -    100     19      0      0      0      0  13365   2077     11      0  89162  89163      0      -      -      0   8454  24572 
    1    206     82      -    100     22      0      0      0      0  13365   2092      6      0  89164  89165      0      -      -      0  16116   6458 
    2    206     84      -    100     21      0      0      0      0  13365   2092      6      0  89166  89167      0      -      -      0  12190  14868 
    3    201     79      -    100     17      0      0      0      0  13365   2137      6      0  89166  89167      0      -      -      0   9918   8213 
    0    244     84      -     99     37      0      0      0      0  13365   2265      2      0  89162  89163      0      -      -      0   1048    720 
    1    228     83      -     99     43      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1207    786 
    2    230     84      -     99     43      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0    965    749 
    3    222     79      -     99     42      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0   1323    784 
    0    244     84      -     99     36      0      0      0      0  13365   2265      0      0  89162  89163      0      -      -      0   1137    784 
    1    227     83      -     99     43      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1366    815 
    2    228     84      -     99     42      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1091    760 
    3    220     79      -     99     41      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0   1287    786 
    0    244     84      -     99     35      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0   1065    749 
    1    229     84      -     99     44      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1330    790 
    2    228     85      -     99     42      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1108    751 
    3    219     79      -     99     41      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1277    816 
    0    233     85      -     98     36      0      0      0      0  13365   2167      0      0  89162  89163      0      -      -      0  12520  15611 
    1    213     83      -     98     44      0      0      0      0  13365   2152      0      0  89164  89165      0      -      -      0  13120  16289 
    2    215     85      -    100     18      0      0      0      0  13365   2160      0      0  89166  89167      0      -      -      0  12984  15076 
    3    206     79      -    100     19      0      0      0      0  13365   2167      0      0  89166  89167      0      -      -      0  13246  14994 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    256     84      -     99     38      0      0      0      0  13365   2257     13      0  89162  89163      0      -      -      0   2965    746 
    1    237     84      -     99     45      0      0      0      0  13365   2242      9      0  89164  89165      0      -      -      0   1413    801 
    2    241     85      -     99     44      0      0      0      0  13365   2257      6      0  89166  89167      0      -      -      0   1031    741 
    3    233     80      -     99     43      0      0      0      0  13365   2250      6      0  89166  89167      0      -      -      0   1254    771 
    0    254     85      -     98     35      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    747    482 
    1    230     84      -     98     43      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    922    504 
    2    235     85      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    748    476 
    3    223     80      -     98     41      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0    796    501 
    0    254     85      -     98     36      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    753    489 
    1    231     84      -     98     44      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    862    506 
    2    236     86      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    738    481 
    3    223     80      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    840    496 
    0    108     81      -      0      0      0      0      0      0  13365   2332      0      0  89162  89163      0      -      -      0      0      0 
    1     98     80      -      0      0      0      0      0      0  13365   2302      0      0  89164  89165      0      -      -      0      0      0 
    2     97     81      -      0      0      0      0      0      0  13365   2310      0      0  89166  89167      0      -      -      0      0      0 
    3     89     75      -      0      0      0      0      0      0  13365   2302      0      0  89166  89167      0      -      -      0      0      0 
    0    211     83      -    100     17      0      0      0      0  13365   2145     10      0  89162  89163      0      -      -      0  12215  18812 
    1    194     82      -    100     20      0      0      0      0  13365   2145      7      0  89164  89165      0      -      -      0  16160  11804 
    2    199     83      -    100     20      0      0      0      0  13365   2145      6      0  89166  89167      0      -      -      0  14646  16142 
    3    204     78      -    100     18      0      0      0      0  13365   2160      6      0  89166  89167      0      -      -      0  12211  19554 
    0    242     83      -     99     35      0      0      0      0  13365   2265      0      0  89162  89163      0      -      -      0   1107    766 
    1    226     82      -     99     43      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1457    806 
    2    226     84      -     99     42      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1073    774 
    3    217     78      -     99     41      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0   1312    810 
    0    245     83      -     99     35      0      0      0      0  13365   2250      2      0  89162  89163      0      -      -      0   3294   1515 
    1    228     82      -     99     43      0      0      0      0  13365   2242      2      0  89164  89165      0      -      -      0   4143   1633 
    2    232     84      -     97     43      0      0      0      0  13365   2257      2      0  89166  89167      0      -      -      0   2774   1486 
    3    222     78      -     98     42      0      0      0      0  13365   2250      2      0  89166  89167      0      -      -      0   3687   1617 
    0    248     84      -     98     35      0      0      0      0  13365   2280      0      0  89162  89163      0      -      -      0    754    490 
    1    226     83      -     98     43      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    906    513 
    2    233     84      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    660    468 
    3    220     78      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    808    488 
    0    217     83      -    100     12      0      0      0      0  13365   2077      4      0  89162  89163      0      -      -      0  11997  14885 
    1    204     81      -    100     22      0      0      0      0  13365   2100      1      0  89164  89165      0      -      -      0  20272  14925 
    2    207     83      -    100     21      0      0      0      0  13365   2107      2      0  89166  89167      0      -      -      0   7269     53 
    3    199     79      -    100     21      0      0      0      0  13365   2182      1      0  89166  89167      0      -      -      0  19415  17263 
    0    249     84      -     98     35      0      0      0      0  13365   2287      7      0  89162  89163      0      -      -      0    761    484 
    1    227     83      -     98     43      0      0      0      0  13365   2265      4      0  89164  89165      0      -      -      0    882    515 
    2    232     84      -     98     42      0      0      0      0  13365   2280      4      0  89166  89167      0      -      -      0    725    475 
    3    219     78      -     98     41      0      0      0      0  13365   2280      4      0  89166  89167      0      -      -      0    907    494 
    0    250     84      -     98     36      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    814    496 
    1    228     83      -     98     44      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    843    485 
    2    233     84      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    699    479 
    3    221     79      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    816    498 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    242     84      -     99     36      0      0      0      0  13365   2265      0      0  89162  89163      0      -      -      0   1055    746 
    1    224     83      -     99     43      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1364    833 
    2    227     84      -     99     42      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1049    754 
    3    218     78      -     99     41      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0   1346    789 
    0    242     82      -     53     19      0      0      0      0  13365   2280      0      0  89162  89163      0      -      -      0      0      0 
    1    207     80      -     17      8      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0      0      3 
    2    208     81      -      0      0      0      0      0      0  13365   2295      0      0  89166  89167      0      -      -      0      0      2 
    3    219     78      -     98     41      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0    246     84      -     98     35      0      0      0      0  13365   2287     11      0  89162  89163      0      -      -      0    759    486 
    1    226     82      -     98     43      0      0      0      0  13365   2265      7      0  89164  89165      0      -      -      0    913    502 
